Label,Type,Tags,Description,Areas de trabajo,Campos de la nano,Direccion,Provincia,Ciudad,Empresas Incubadas,Image,Linkedin,Productos y/o servicios nano,Region,Servicios,Telefono,email,location,url,web
Xerendip S.A.S.,Empresa,,"Desde Xerendip, bajo nuestro modelo, logramos que proyectos biotech y foodtech, en estadíos tempranos, se conviertan en startups globales líderes de su mercado.",,,Gorriti 182|Rosario|provincia de Santa Fe,Santa Fe,Rosario,,https://s3.amazonaws.com/cloud.kumu.io/accounts/262898/248108/679557b6-02d6-4013-a6e9-ba97a2c6cd71.jpeg,,,,,,,"-32.92231052170908, -60.66543799360924",,
MOLYSIL Argentina S.A.,Empresa,Empresas|Empresa,"Molysil Argentina S.A. tiene a su cargo -desde su constitución en el año 1971-todas las operaciones concernientes a los productos Molykote® en la República Argentina, atendiendo los mercados Industrial y Autoaftermarket. Molysil también ha actuado en estos mercados como Master distributor de siliconas Dow Corning® para los sectores productivos y de mantenimiento industrial. En 2014 se abrió la División Construcción, como Distribuidor Autorizado de las siliconas Dow Corning® para este mercado.
En junio de 2016, Dow y Dow Corning se unieron para combinar soluciones de silicona y orgánicas complementarias a sus desafíos de crecimiento. Como parte de esta integración, los productos MOLYKOTE ™mantienen su marca como uno de los líderes del segmento de lubricantes especiales y a partir de Febrero de 2018, y de forma gradual, los productos de silicona de marca Dow Corning pasarán a denominarse DOWSIL ™, como una marca propia de Dow. Los clientes pueden seguir confiando en las mismas características químicas y bene...","Molysil brinda soluciones para todo tipo de industria.

- Industria de electrodomésticos: se obtiene una aplicación integrada y con soporte de ingeniería junto con los productos y materiales de alta calidad. Si usted necesita una solución de sellado o de lubricación para una aplicación somos la respuesta.

- Aeroespacial y aviación: aquí el margen de error es muy estrecho. Por eso proporcionamos productos a base de silicio de alta calidad - de fluidos de alta pureza, grasas, selladores de silicona y adhesivos - para recubrimientos avanzados de protección, encapsulantes y materiales compuestos lubricantes que soportan tensiones y temperaturas extremas.

- Ensamble y mantenimiento: nuestra extensa línea de lubricantes especiales de alto rendimiento Molykote® le da opciones para satisfacer sus necesidades de lubricación industrial y hacer una correcta elección teniendo en cuenta carga, medio ambiente, temperatura y velocidad.

- Petróleo y gas: no importa su entorno - onshore, offshore o submarinos - desde l...",,Virrey Olaguer y Feliú 3398|C1426ECL Buenos Aires,CABA,CABA,,https://s3.amazonaws.com/cloud.kumu.io/accounts/263368/248108/74dc2eb2-b1bc-4da1-8bf8-198f1b892ed7.png,,,,,(011) 4584-5828/0702,info@molycentro.com.ar,"-34.57546822897851, -58.458645874116584",www.industria.molysil.com,
Y-TEC,Empresa,,"Somos la empresa argentina líder en la generación de tecnologías para la industria energética, la combinación inédita de la experiencia operativa de YPF y el histórico capital científico del CONICET.

Acercamos la capacidad y la creatividad de la ciencia a las necesidades de la industria. Contamos con el centro de investigación aplicada más grande del país, con 47 laboratorios, 12 plantas piloto y equipamiento único en Latinoamérica.

Nuestro mayor valor reside en un equipo altamente calificado, que trabaja de manera transversal y organizado en Programas Tecnológicos de investigación y desarrollo.",,,Av. del Petroleo Argentino 900-1198|Berisso|provincia de Buenos Aires,Buenos Aires,Berisso,,https://s3.amazonaws.com/cloud.kumu.io/accounts/262898/248108/3aaebae2-f21d-4f28-9577-fdd87363b23b.jpeg,,,,,,,"-34.89724733906951, -57.918507937696106",,
Chemval S.A.,Empresa,,"Productos Químicos para las necesidades de la industria, actividades humanas y entorno. Para Mantenimiento, procesos, y residuos. Asesoramiento. Higiene, aguas, efluentes. Estudio y diseño. Montaje de pymes. Investigación y Laboratorios. Tecnología y Soluciones. Toda actividad tiene sus necesidades.",,,Heguilor 292|Mar del Plata|provincia de Buenos Aires,Buenos Aires,Mar del Plata,,,,,,,,,"-38.00370221346232, -57.59641245710642",,
GIHON- Laboratorios Químicos S.R.L.,Empresa,Empresas|Empresa,"GIHON-Laboratorios Químicos SRL es una empresa Argentina fundada en 1991, especializada en la producción y desarrollo de compuestos químicos de síntesis orgánica compleja, organometálica e inorgánica (en el campo principalmente de los complejos de metales de transición). Nuestros productos tienen variadas aplicaciones en el campo farmoquímico, médico, veterinario y agroquímico, entre otros.","- Síntesis Química
- Thimerosal
- Farmoquímicos/APIs
- Micro y nanotecnología
- Naturales
- Tratamiento de aguas",,"Calle 4 y 5, Parque Industrial General Savio - Mar del Plata (7600) - Buenos Aires - Argentina",Buenos Aires,Mar del Plata,,https://s3.amazonaws.com/cloud.kumu.io/accounts/263368/248108/7e19b8be-c6dc-445c-9907-83d1f0a99708.png,,,,,(54 223) 464 2567/3610,info@gihonlab.com,"-38.000396093020406, -57.66609988932202",https://www.gihonlab.com/,
SYTE.bio S.R.L.,Empresa,,"Programamos las células de los pacientes para que produzcan sus propios tratamientos de una forma más segura, rápida y asequible, centrándose en las células y los tejidos correctos.",,,Cerrito 1186|Ciudad de Buenos Aires,CABA,CABA,,https://s3.amazonaws.com/cloud.kumu.io/accounts/262898/248108/a4ec23e0-56d1-4dc1-9e3c-acf5f9b97a4f.jpg,,,,,,,"-34.59443697204518, -58.3831886336662",,
Wiagro,Empresa,Empresa,"Somos una compañía, fundada por un grupo de especialistas en telecomunicaciones, electrónica y mecánica y recientemente incubada en el Espacio de Innovación de la Fundación Argentina de Nanotecnología, que desarrolla **tecnología IoT** para la **industria agrícola**.

Contamos con una plataforma de digitalización del sector de post cosecha que tiene como objetivo monitorear el estado de los granos desde cualquier lugar del mundo, las 24 horas del día.

Los principales desarrollos de Wiagro son, actualmente, Smart Silobag ®, para el control del almacenamiento de silobolsas; y Smart Barge ®, que controla el transporte de los mismos; estos dispositivos tienen el potencial de disminuir la pérdida de alimentos a nivel mundial y ya están siendo utilizados por pequeños y medianos productores, y también por grandes empresas del sector como Cargill, Molinos Agro y Control Union.

Nuestro equipo, compuesto por un grupo de profesionales con más de 20 años de experiencia en sectores de I+D de diversas compañías, desa...",Agroindustria y Alimentos,,Lima 717|Capital Federal,CABA,CABA,,https://s3.amazonaws.com/cloud.kumu.io/accounts/262898/663353/922d9532-6017-46c8-a6f2-ec6d272a4e54.png,,"**Smart Silobag ®**, para el control del almacenamiento de silobolsas.|**Smart Barge ®**, que controla el transporte de los mismos; estos dispositivos tienen el potencial de disminuir la pérdida de alimentos a nivel mundial.",,Servicios de seguimiento y control de calidad de la producción agropecuaria por medio de tecnología IoT.,011 7363 - 6432,info@wiagro.com,"-34.581921468168, -58.521155435768726",http://www.wiagro.com/home/,
Laboratorios Mervak S.R.L.,Empresa,,"Somos una empresa especializada en la elaboración, proceso y distribución de productos para uso en medicina veterinaria.

Con la misión de prestar el mejor servicio y elaborar los mejores productos para aportar soluciones terapéuticas a los médicos veterinarios y productores agropecuarios.",,,Autopista Rosario Buenos Aires Km. 280.5|Alvear|provincia de Santa Fe,Santa Fe,Alvear,,https://s3.amazonaws.com/cloud.kumu.io/accounts/262898/248108/89252e81-11e5-45ee-92ee-6de9f2e33416.jpeg,,,,,,,"-33.071978192156266, -60.64584477507462",,
Laboratorios Richmond S.A.C.I.F.,Empresa,,"Desarrollamos y producimos medicamentos en nuestras plantas de Argentina y Colombia con tecnología de última generación, actuando de forma responsable con nuestra sociedad y el medio ambiente en pos de la sustentabilidad. A través de nuestras subsidiarias y socios estratégicos nuestros productos llegan a 25 países.",,,Av. Elcano 4938|ciudad de Buenos Aires,CABA,CABA,,https://s3.amazonaws.com/cloud.kumu.io/accounts/262898/248108/2db1729a-4ac2-404c-acff-202b03829dd5.png,,,,,,,"-34.592007214509934, -58.46835117237109",,
Red Surcos,Empresa,Empresas|Empresa,"Red Surcos es la empresa de capitales nacionales líder en la fabricación y distribución de
fitosanitarios del mercado argentino: herbicidas, insecticidas, fungicidas, coadyuvantes, fertilizantes y fitorreguladores. Desde el año 2008 y gracias a un intenso trabajo en nanotecnología, Red Surcos ha logrado desarrollar no menos de 25 productos bajo la forma de microemulsiones con un tamaño de micela inferior a 100 nm. En el año 2016 fue galardonada con el Premio a la Excelencia Agropecuaria Banco Galicia - La Nación en la categoría Innovación gracias al desarrollo de formulaciones nanotecnológicas que permiten reducir sensiblemente la dosis de principio activo por hectárea y ser más inocuas para el medio ambiente y seguras para el operador. Red Surcos cuenta con 2 laboratorios de control de calidad y desarrollo, 2 plantas de producción, más de 40 centros de asesoramiento y venta en Argentina y filiales propias en Uruguay, Paraguay, Bolivia y Colombia.",,,Av. Gdor. Freyre 2363|Santa Fe Capital|provincia de Santa Fe,Santa Fe,Santa Fe,,https://s3.amazonaws.com/cloud.kumu.io/accounts/261918/248108/7dbf718e-7927-4fbb-b2dc-a3878e378a1e.png,,,,,"5,41144E+11",info@redsurcos.com,"-31.643955689416583, -60.71884298843677",www.redsurcos.com,
Argentum Texne,Empresa,Empresas|Empresa,"Argentum Texne es una Empresa de Base Tecnológica (EBT) dedica al diseño, desarrollo y fabricación de narices electrónicas para el control de calidad y vida útil de alimentos y productos cosméticos. Hacemos investigación y desarrollo de nanomateriales para sensores y separación de sólidos, líquidos y gases con aplicaciones en medio ambiente, salud y seguridad.",,,"Jose Maria Moreno 1657, CABA, Argentina. (C.P: 1437)",CABA,CABA,,https://s3.amazonaws.com/cloud.kumu.io/accounts/261918/248108/851d0a29-3c1b-46e7-9109-6a5c72b34532.jpg,,,,,,carlos.rinaldi@argentumtexne.com.ar,"Jose Maria Moreno 1657, CABA, Argentina. (C.P: 1437)",https://www.argentumtexne.com.ar/,
Dynami,Empresa,Empresa|Incubadora,"Dynami es una empresa de ingeniería y tecnología de baterías ultrafinas de servicio completo centrada en el cliente. Desarrollamos baterías ultradelgadas adaptadas al diseño de cada producto, principalmente, en dispositivos médicos, internet de las cosas y wearables technologies.",,,"425 Whittier St NW, Washington, DC 20012",,"Washington, DC",,https://s3.amazonaws.com/cloud.kumu.io/accounts/261918/248108/4e928051-8e70-4d60-87f9-a7886113881b.png,,,,,202-679-6683,info@dynami-battery.com,"-34.58183941387044, -58.52135254773984",http://dynami-battery.com/,
Magnolia Nanotech S.A.,Empresa,,,,,Blvd. 120 1459|La Plata|provincia de Buenos Aires,Buenos Aires,La Plata,,https://s3.amazonaws.com/cloud.kumu.io/accounts/262898/248108/f4f8be2e-0cd5-4a61-a81e-a001287f7918.jpeg,,,,,,,"-34.90979517372633, -57.925630124226494",,
Chemtest,Empresa,Ecosistema FAN|Empresas|Empresa|Incubadora,"Chemtest Argentina es una compañía fundada por un grupo de emprendedores científicos y empresarios argentinos dedicada al desarrollo, producción y comercialización de sistemas diagnósticos clásicos como ELISA y sistemas de diagnóstico rápido inmunocromatográficos en formato tiras reactivas para distintas enfermedades infecciosas de importancia médica y veterinaria.
Nuestra plataforma tecnológica combina bio y nanotecnología junto a la tecnología propietaria GlycoEng para producir test de alta performance diagnóstica muy simples de usar que otorgan resultados de precisión en corto tiempo.

Video institucional: https://www.youtube.com/watch?v=fZMBzlgvR78&feature=emb_logo",,,av 25 de mayo 1021,,,,https://s3.amazonaws.com/cloud.kumu.io/accounts/261918/248108/d8a0c376-6cfc-4dd6-8a66-4b8520bbd71d.jpg,,"**Diagnósticos salud humana**

-Diagnostico rápido de COVID-19 por amplificación isotérmica ELA-CHEMSTRIP
-Tiras reactivas para deteccion de anticuerpos contra COVID-19
-Tiras Reactivas para el diagnóstico rápido de Dengue
-Kits diagnóstico ELISA para brucelosis humana
-Kits diagnóstico ELISA para Mal de Chagas
-Kits diagnóstico ELISA para E.coli STEC causante de Sindrome Uremico Hemolitico
-Tiras Reactivas inmunocromatográficas para diagnóstico rápido de brucelosis
-Tiras Reactivas inmunocromatográficas para diagnóstico rápido de E. coli STEC

**Diagnósticos salud animal (Línea veterinaria)**

-Kits diagnóstico ELISA para brucelosis bovina, porcina, caprina y ovina
-Kits diagnóstico ELISA para brucelosis canina
-Tiras reactivas inmunocromatográficas para diagnóstico rápido de brucelosis canina",,,(54 11) 5353 6066,info@chemtest.net,"-34.58189351735941, -58.52124861214935",http://www.chemtest.net/,
INMEBA S.R.L.,Empresa,Empresas|Empresa,"INMEBA es una empresa Argentina establecida en 1975, radicada en la Ciudad de Córdoba, capital de la provincia homónima y estratégicamente ubicada en el centro de nuestro país.
INMEBA se dedica desde hace ya más de 25 años al diseño y fabricación de celdas robotizadas, dispositivos de ensamble y soldadura, dispositivos para la colocación de partes móviles, encolado de vidrios, calibres especiales de control, moldes, matrices y piezas especiales para las principales industrias metalmecánicas y automotrices del país y el mundo.
INMEBA está ubicada en un predio de 10.000 m2, sobre el cual sobresalen las 2 naves principales que forman nuestra planta productiva, con un total de 2.000 m2 cubiertos.

INMEBA ha logrado posicionarse entre las primeras opciones en el exigente y competitivo mercado de la industria automotriz, aeroespacial, ferroviaria, minera, nuclear, alimentaria y agropecuaria, sobre todo por la gran capacidad de respuesta a las necesidades de nuestros clientes, y por la excelente calidad en produ...","- Diseño y Fabricación:
Dentro de nuestra gama de servicios, contamos con equipos sofisticados para el diseño, fabricación y control de piezas.
Disponemos además de una capacidad productiva mensual de 4.000 hs. por turno de trabajo, a lo que debemos sumarle otras 500 hs. en ingeniería y proyectos.

- Gestión de Calidad:
Nuestra firma posee certificado del sistema de gestión de calidad ISO 9001-2008 emitido por Det Norske Veritas, además de contar con la certificación otorgada por Lockheed Martin Aircraft Arg. S.A. y FAdeA S.A. como proveedor para la industria aeronáutica de piezas y conjuntos mecanizados, calibres de control y medición, construcción de dispositivos, moldes, matrices y aeropartes.
Por otra parte, desde Enero de 2013 INMEBA está calificado por INVAP S.E. como proveedor de artículos que cumplen con los “Requerimientos de Calidad NIVEL A”, lo cual implica ser proveedor APTO para la fabricación de piezas que cumplen con los más altos estándares de calidad de INVAP, en cuanto a piezas aeronáut...",,"Homero 2100. B° Yofre Norte (X5012KDJ). Córdoba, Argentina.",Córdoba,Córdoba,,https://s3.amazonaws.com/cloud.kumu.io/accounts/263368/248108/eade79f7-7500-4c39-8e22-3e3236f78777.png,,,,"Productos:
● Celdas robotizadas
● Dispositivos de ensamble y soldadura
● Calibres especiales de control
● Dispositivos para la colocación de partes móviles
● Moldes y matrices
● Piezas especiales mecanizadas
● Aeropartes y aplicaciones para la industria aeronáutica, espacial y nuclear
Máquinas y Equipos:
● Centros de Mecanizado CNC con 5 ejes de trabajo
● Electroerosionadoras de corte por hilo y por penetración
● Tornos CNC
● Fresadoras CNC de gran porte
● Máquinas de medición por coordenadas de amplias dimensiones",+54 351 451 9066 / 452 0008,comercial@inmebasrl.com,"-31.384448964856784, -64.1370539319038",www.inmebasrl.com,
Bioadvance,Empresa,,"Desde 2013 prestamos soluciones médicas en Latinoamérica. Con sede operativa en Estados Unidos y filiales en México, Argentina, Bolivia y Chile ofrecemos productos de alta calidad, innovadores y clínicamente testeados.

El objetivo de Bioadvance es mejorar la atención médica y la calidad de vida de los pacientes mediante productos y servicios innovadores que cumplen con los requisitos del sistema sanitario. Nuestra Política de Calidad está orientada a garantizar la seguridad y la confiabilidad de cada uno de nuestros dispositivos, así como la excelencia en los servicios que proveemos a nuestros clientes.",,,Av. Dr. Ricardo Balbín 4238|ciudad de Buenos Aires,CABA,CABA,,https://s3.amazonaws.com/cloud.kumu.io/accounts/262898/248108/f4f3ab70-0fd6-46f0-bf39-4e19d946b936.png,,,,,,,"-34.55503651675335, -58.49171428476638",,
UnitecBlue,Empresa,Empresas|Empresa,"Unitec Blue es una empresa de tecnología de última generación ubicada en la ciudad de Chascomús a 120 km al sur de la Ciudad Autónoma de Buenos Aires.
Unitec Blue produce tarjetas inteligentes y diversas soluciones tecnológicas. La totalidad de los equipos han sido provistos por las principales empresas alemanas del mercado, por lo tanto, todos los procesos de fabricación y gestión cumplen con estándares internacionales de calidad y seguridad.
Nuestros clientes son operadoras telefónicas, entidades financieras y organismos públicos. Asimismo desarrollamos soluciones para empresas de transporte, logística, trazabilidad de medicamentos e industria agropecuaria.
Nuestros productos y servicios están diseñados para los siguientes negocios:
- GSM - Tarjetas SIM
- Bancos - Tarjetas bancarias EMV
- Laboratorios - Trazabilidad de medicamentos e insumos
- Transporte y Logística - Desarrollo de proyectos que adapten múltiples soluciones tecnológicas
- E-government - Documentos y aplicaciones ciudadanas","Trazabilidad:
Implementación de etiquetas inteligentes y tags de RFID para diferentes requerimientos:
- Trazabilidad de ganado y fármacos.
- Control inteligente del servicio de recolección de basura y limpieza de sumideros.
- Gestión documental.
- Gestión de activos.

Seguridad:
Implementamos proyectos para gestionar y proteger eficientemente la identidad de los ciudadanos, emitiendo documentos seguros y confiables, garantizando la acreditación única.

Documentos ID:
Soluciones integrales destinadas a la interacción de los ciudadanos con las dependencias del Estado (DNI/ Lic. de conducir/ tarjetas ciudadanas).

Servicios financieros:
Desarrollo de aplicativos para encriptar claves, mapping, formateo con perfil eléctrico y panel de firma personalizado. Estos servicios son de vital importancia para verificaciones y trámites presenciales como también on-line.

SmartCities:
Planificación y desarrollo integral de dispositivos y aplicaciones para ciudades inteligentes, diseñadas para mejorar y optimizar la ...",,"Honduras 5663, Ciudad Autónoma de Buenos Aires.",CABA,CABA,,https://s3.amazonaws.com/cloud.kumu.io/accounts/263368/248108/ef045955-a143-4a7c-b71e-336262697d49.jpg,,,,"Productos:
- EMV (Europay/Mastercard/Visa)
- Contactless
- INLAY (Prelaminados)
- Dual Interface
- Tarjetas SIM",+54 11 4899 6555,,"-35.54929535301973, -57.985425089419714",www.unitecblue.com.ar,
Coloid S.A.S.,Empresa,,,,,Av. Eva Perón 8936|Loma Hermosa|provincia de Buenos Aires,Buenos Aires,Loma Hermosa,,https://s3.amazonaws.com/cloud.kumu.io/accounts/262898/248108/f12c5b17-c0e0-442b-8e05-f0143533704d.jpeg,,,,,,,"-34.56285120084118, -58.599480408774035",,
